"x","P_X_igual","P_X_menor"
0,0.75,0.75
1,0.1875,0.9375
2,0.046875,0.984375
3,0.01171875,0.99609375
4,0.0029296875,0.9990234375
5,0.000732421875,0.999755859375
6,0.00018310546875,0.99993896484375
7,4.57763671875e-05,0.999984741210938
8,1.1444091796875e-05,0.999996185302734
9,2.86102294921875e-06,0.999999046325684
10,7.15255737304688e-07,0.999999761581421
