"x","P_X_igual","P_X_menor"
0,0.236087099244994,0.236087099244994
1,0.419710398657767,0.655797497902761
2,0.262318999161104,0.918116497063866
3,0.072363861837546,0.990480358901412
4,0.00904548272969326,0.999525841631105
5,0.000466863624758361,0.999992705255863
6,7.29474413684941e-06,1
